Date,Daily_Returns,Cumulative_Returns,Volatility_21d
2012-01-03,,,
2012-01-04,-0.014009342318442752,-0.014009342318442752,
2012-01-05,0.04533153507434173,0.030687127763222133,
2012-01-06,0.055016144873068384,0.08739156010305038,
2012-01-09,-0.0012269049908646412,0.0860574339709359,
2012-01-10,-0.013513587925312098,0.07138090134503083,
2012-01-11,0.006849353300716787,0.07871916765798326,
2012-01-12,0.015460729673496543,0.09539695310276253,
2012-01-13,0.027405649259961473,0.1254170177999272,
2012-01-17,0.004742141062613614,0.13075390405260046,
2012-01-18,0.03657810642937376,0.1721147407004664,
2012-01-19,0.012521412892678274,0.18679127332637147,
2012-01-20,-0.028667802284186528,0.15276857575005298,
2012-01-23,0.009259250061012025,0.1634423482553995,
2012-01-24,0.048738552490856124,0.22014684421593023,
2012-01-25,0.014762085123015023,0.23815875579282397,
2012-01-26,-0.01939648240095737,0.21414283127649725,
2012-01-27,-0.015384652467469784,0.1954636657714386,
2012-01-30,-0.02176335870468893,0.16944636119483247,
2012-01-31,0.009697665124648536,0.1807872603869387,
2012-02-01,0.016384124049639404,0.20013342533735212,
2012-02-02,0.004446910768419743,0.20547031159002516,0.02367286782743122
2012-02-03,-0.02268953261407891,0.17811875363989937,0.024168988722084467
2012-02-06,0.019252556938029297,0.20080055202411162,0.022830351801525275
2012-02-07,-0.0022222730848524552,0.1981320452770725,0.020137685051538786
2012-02-08,-0.030066761453544144,0.16210809488187983,0.021507533570968275
2012-02-09,-0.011481100003646105,0.1487658156294942,0.021431832104094092
2012-02-10,-0.015098736309484106,0.131420903497955,0.02179467962765006
2012-02-13,0.07959908339297539,0.22148097034804426,0.027459687674543102
2012-02-14,-0.00218454447544425,0.21881259084241012,0.02703824773368973
2012-02-15,-0.05528189401071659,0.1514343223765331,0.029984050003191435
2012-02-16,0.04403245763636199,0.20213480539763107,0.030463049994057145
2012-02-17,-0.024972294756273272,0.17211474070046617,0.03088921829149874
2012-02-21,-0.03756402156378713,0.12808539730556112,0.03135741327777102
2012-02-22,0.003548164783192753,0.1320880301847147,0.03129261849907705
2012-02-23,0.012964126670883092,0.14676456281061978,0.029373562416845855
2012-02-24,-0.014543338698837616,0.1300867773658405,0.029205929816621554
2012-02-27,-0.014167636573307552,0.11407611860782096,0.029089618826596515
2012-02-28,0.007185564455246318,0.12208138436612814,0.029052869479321244
2012-02-29,0.008323388358414618,0.131420903497955,0.02880216661952723
2012-03-01,0.04540097283782463,0.18278851320581269,0.03048135147408448
2012-03-02,-0.010716222877297343,0.17011348788159197,0.030349401831370713
2012-03-05,-0.0039909691287919324,0.16544360107427347,0.030332688310573314
2012-03-06,-0.04178589415732248,0.11674449811345511,0.03128134231859626
2012-03-07,-0.02389484014333143,0.09006006685008927,0.031226781194978532
2012-03-08,0.04345159595119141,0.13742491643738797,0.03291206492106562
2012-03-09,0.006451648989664438,0.1447631827503404,0.0323122499819522
2012-03-12,-0.034965057506117225,0.10473647223458893,0.03311762461363114
2012-03-13,0.014492740269210325,0.12074713099260848,0.03313261916936062
2012-03-14,-0.014880953056742086,0.1040693455478292,0.02777427950085288
2012-03-15,0.05498488757475828,0.16477647438751353,0.030657811596427918
2012-03-16,0.035509786468704396,0.20613743827678443,0.02908695147142384
2012-03-19,0.026548647359614375,0.23815875579282353,0.028074710584718228
2012-03-20,-0.021012898753800413,0.2121414512162174,0.027898809849857445
2012-03-21,0.019812911878918982,0.23615750297394933,0.026613625104251033
2012-03-22,0.05504579129077669,0.3042027708851811,0.028786025503507805
2012-03-23,0.012787724284207602,0.3208805563299604,0.028784270660871827
2012-03-26,0.00707077284806279,0.3302202027031924,0.02835319625943167
2012-03-27,-0.014543676417260953,0.3108739105113738,0.028368126526860524
2012-03-28,-0.006106815990551184,0.30286864475306663,0.028538644363775425
2012-03-29,0.01740912138422912,0.3255504431372789,0.02862013956228181
2012-03-30,-0.02868654142416449,0.28752498544040184,0.028338464250192603
2012-04-02,0.02227980943906349,0.31621079676404706,0.028371540030318953
2012-04-03,-0.015712086828930882,0.295530378440114,0.028691387216984422
2012-04-04,-0.022657081994285178,0.26617744042970903,0.027391257926366246
2012-04-05,0.03213912671568431,0.3068712776322202,0.027024290000784747
2012-04-09,-0.0316488430017442,0.2655103137429493,0.027208533617117697
2012-04-10,-0.06694773834393264,0.18078726038693826,0.03145556660191826
2012-04-11,0.017514093366112427,0.20146767871087112,0.030444686704114123
2012-04-12,0.005552491959958994,0.20813881833706382,0.030359585072614367
2012-04-13,-0.025400385219112365,0.1774516269531392,0.030771066203117984
2012-04-16,-0.016997124280138,0.15743833531596607,0.02869049071170302
2012-04-17,0.035734807968473614,0.1987991719638318,0.02870441809055231
2012-04-18,-0.007790728714407669,0.18945965283200494,0.028094235615860524
2012-04-19,0.05888946952066498,0.2595063008035161,0.030620940113582358
2012-04-20,0.029131417842014784,0.2961975051268737,0.030953529567102376
2012-04-23,-0.044776161892372546,0.2381587557928233,0.030170585316776403
2012-04-24,0.011314708936637663,0.25216816173196843,0.030136090773779177
2012-04-25,0.033564152658612345,0.2941961250665943,0.031079266189666443
2012-04-26,0.13041240909246876,0.46297535957466684,0.04204675282355394
2012-04-27,0.046055641350969845,0.5303536280405439,0.04282572171648327
2012-04-30,-0.012205783789316249,0.5116744625354852,0.043006351566914694
2012-05-01,-0.0030891304190460156,0.5070047029695719,0.04229730680801174
2012-05-02,0.01770693297159842,0.5336891342329377,0.04223373402041749
2012-05-03,-0.020008659810886287,0.5030020700904181,0.04236522773051705
